TIME_MS,MODE,TARGET,YAW,OUTPUT,KP,KI,KD
650,1,0.0,-294.22655977337814,2000.0,8.0,0.1,1.5
660,1,0.0,294.034606560774,1000.0,8.0,0.1,1.5
670,1,0.0,-294.1801678844077,2000.0,8.0,0.1,1.5
680,1,0.0,294.0698793231493,1000.0,8.0,0.1,1.5
690,1,0.0,-294.156484872093,2000.0,8.0,0.1,1.5
700,1,0.0,294.0822394411996,1000.0,8.0,0.1,1.5
710,1,0.0,-294.1544340619501,2000.0,8.0,0.1,1.5
720,1,0.0,294.0756801319093,1000.0,8.0,0.1,1.5
730,1,0.0,-294.16734433934425,2000.0,8.0,0.1,1.5
740,1,0.0,294.0590594366104,1000.0,8.0,0.1,1.5
750,1,0.0,-294.1848687188313,2000.0,8.0,0.1,1.5
760,1,0.0,294.04337193490164,1000.0,8.0,0.1,1.5
770,1,0.0,-294.1962734370988,2000.0,8.0,0.1,1.5
780,1,0.0,294.0381972721315,1000.0,8.0,0.1,1.5
790,1,0.0,-294.1939304537892,2000.0,8.0,0.1,1.5
800,1,0.0,294.048582257238,1000.0,8.0,0.1,1.5
810,1,0.0,-294.1757789956198,2000.0,8.0,0.1,1.5
820,1,0.0,294.0734584448219,1000.0,8.0,0.1,1.5
830,1,0.0,-294.1458849303262,2000.0,8.0,0.1,1.5
840,1,0.0,294.1061580524887,1000.0,8.0,0.1,1.5
850,1,0.0,-294.1128936166434,2000.0,8.0,0.1,1.5
860,1,0.0,294.13685594279985,1000.0,8.0,0.1,1.5
870,1,0.0,-294.086909624013,2000.0,8.0,0.1,1.5
880,1,0.0,294.1560909000136,1000.0,8.0,0.1,1.5
890,1,0.0,-294.07588773926693,2000.0,8.0,0.1,1.5
900,1,0.0,294.158141084056,1000.0,8.0,0.1,1.5
910,1,0.0,-294.0827915715162,2000.0,8.0,0.1,1.5
920,1,0.0,294.14307844206326,1000.0,8.0,0.1,1.5
930,1,0.0,-294.1045088487259,2000.0,8.0,0.1,1.5
940,1,0.0,294.1167875125103,1000.0,8.0,0.1,1.5
950,1,0.0,-294.1328995684707,2000.0,8.0,0.1,1.5
960,1,0.0,294.08894450253894,1000.0,8.0,0.1,1.5
970,1,0.0,-294.157608676378,2000.0,8.0,0.1,1.5
980,1,0.0,294.0696645402778,1000.0,8.0,0.1,1.5
990,1,0.0,-294.16965900243986,2000.0,8.0,0.1,1.5
1000,1,30.0,294.06598984254913,1000.0,8.0,0.1,1.5
1010,1,30.0,-294.16456797990236,2000.0,8.0,0.1,1.5
1020,1,30.0,294.07944679025337,1000.0,8.0,0.1,1.5
1030,1,30.0,-294.1438983131746,2000.0,8.0,0.1,1.5
1040,1,30.0,294.10552624993926,1000.0,8.0,0.1,1.5
1050,1,30.0,-294.1147000532563,2000.0,8.0,0.1,1.5
1060,1,30.0,294.13526943447954,1000.0,8.0,0.1,1.5
1070,1,30.0,-294.0870383093078,2000.0,8.0,0.1,1.5
1080,1,30.0,294.15840591208047,1000.0,8.0,0.1,1.5
1090,1,30.0,-294.07046970807227,2000.0,8.0,0.1,1.5
1100,1,30.0,294.1669480376988,1000.0,8.0,0.1,1.5
1110,1,30.0,-294.07069805666646,2000.0,8.0,0.1,1.5
1120,1,30.0,294.15798654063235,1000.0,8.0,0.1,1.5
1130,1,30.0,-294.08757715121493,2000.0,8.0,0.1,1.5
1140,1,30.0,294.13471098308963,1000.0,8.0,0.1,1.5
1150,1,30.0,-294.11515814641325,2000.0,8.0,0.1,1.5
1160,1,30.0,294.10529884648594,1000.0,8.0,0.1,1.5
1170,1,30.0,-294.1437647319963,2000.0,8.0,0.1,1.5
1180,1,30.0,294.0800615031135,1000.0,8.0,0.1,1.5
1190,1,30.0,-294.16337103412883,2000.0,8.0,0.1,1.5
1200,1,30.0,294.06784421240593,1000.0,8.0,0.1,1.5
1210,1,30.0,-294.1671021146783,2000.0,8.0,0.1,1.5
1220,1,30.0,294.0729378412529,1000.0,8.0,0.1,1.5
1230,1,30.0,-294.1536341414188,2000.0,8.0,0.1,1.5
1240,1,30.0,294.0935812238388,1000.0,8.0,0.1,1.5
1250,1,30.0,-294.1276557001879,2000.0,8.0,0.1,1.5
1260,1,30.0,294.1225774013331,1000.0,8.0,0.1,1.5
1270,1,30.0,-294.0982290358048,2000.0,8.0,0.1,1.5
1280,1,30.0,294.149808527696,1000.0,8.0,0.1,1.5
1290,1,30.0,-294.0756236372076,2000.0,8.0,0.1,1.5
1300,1,30.0,294.16577095730344,1000.0,8.0,0.1,1.5
1310,1,30.0,-294.06772824692405,2000.0,8.0,0.1,1.5
1320,1,30.0,294.16489564186367,1000.0,8.0,0.1,1.5
1330,1,30.0,-294.0772946518325,2000.0,8.0,0.1,1.5
1340,1,30.0,294.1474939543312,1000.0,8.0,0.1,1.5
1350,1,30.0,-294.10097605361454,2000.0,8.0,0.1,1.5
1360,1,30.0,294.1196492295724,1000.0,8.0,0.1,1.5
1370,1,30.0,-294.1304959241885,2000.0,8.0,0.1,1.5
1380,1,30.0,294.0910919271509,1000.0,8.0,0.1,1.5
1390,1,30.0,-294.15553901581933,2000.0,8.0,0.1,1.5
1400,1,30.0,294.07180069675803,1000.0,8.0,0.1,1.5
1410,1,30.0,-294.16735460067815,2000.0,8.0,0.1,1.5
1420,1,30.0,294.06851670278496,1000.0,8.0,0.1,1.5
1430,1,30.0,-294.16181321494577,2000.0,8.0,0.1,1.5
1440,1,30.0,294.08238886333334,1000.0,8.0,0.1,1.5
1450,1,30.0,-294.14084909117344,2000.0,8.0,0.1,1.5
1460,1,30.0,294.1085725962071,1000.0,8.0,0.1,1.5
1470,1,30.0,-294.1117843897471,2000.0,8.0,0.1,1.5
1480,1,30.0,294.13792224681583,1000.0,8.0,0.1,1.5
1490,1,30.0,-294.08477129008213,2000.0,8.0,0.1,1.5
1500,1,30.0,294.1601859884642,1000.0,8.0,0.1,1.5
1510,1,30.0,-294.0692454889239,2000.0,8.0,0.1,1.5
1520,1,30.0,294.1675871277867,1000.0,8.0,0.1,1.5
1530,1,30.0,-294.0706299978532,2000.0,8.0,0.1,1.5
1540,1,30.0,294.1575407649468,1000.0,8.0,0.1,1.5
1550,1,30.0,-294.08844069601423,2000.0,8.0,0.1,1.5
1560,1,30.0,294.1335568031242,1000.0,8.0,0.1,1.5
1570,1,30.0,-294.1164554211413,2000.0,8.0,0.1,1.5
1580,1,30.0,294.10401386174493,1000.0,8.0,0.1,1.5
1590,1,30.0,-294.14488752905754,2000.0,8.0,0.1,1.5
1600,1,30.0,294.07923240214535,1000.0,8.0,0.1,1.5
